File_name , Apex_predicted,Total_frame,Emotion
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0059,15,24,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0005,9,36,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0021,13,29,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0025,7,16,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0058,6,32,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0048,15,25,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0008,11,26,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0006,20,24,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0035,20,31,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0056,7,28,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0026,4,13,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0000,17,29,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0049,8,18,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0039,5,19,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0013,20,25,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0020,17,39,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0007,8,12,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0012,9,11,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0066,8,14,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0043,9,28,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0023,6,18,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0033,12,18,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0046,9,11,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0064,15,38,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0016,5,16,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0054,18,25,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0045,24,28,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0004,12,29,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Happy/0069,11,18,0
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0009,8,21,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0011,23,45,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0008,3,26,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0006,18,37,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0001,27,44,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0000,20,27,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0010,19,39,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0002,32,35,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0007,6,37,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Sad/0004,8,35,1
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0015,4,37,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0024,12,31,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0028,18,21,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0021,20,35,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0011,19,25,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0032,7,21,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0029,13,16,2
/home/drink36/Desktop/Dataset/39K/Face/Action/Neutral/0035,16,20,2
